datasheet.jpg
  0.00510000,  0.02390000
  0.01830000,  0.22340000
  0.02700000,  0.35900000
  0.03950000,  0.53460000
  0.05340000,  0.68620000
  0.06940000,  0.82180000
  0.08330000,  0.93350000
  0.09940000,  1.03720000
  0.11840000,  1.13300000
  0.13670000,  1.21280000
  0.15570000,  1.29260000
  0.17540000,  1.37230000
  0.19230000,  1.42020000
  0.20980000,  1.46810000
  0.22660000,  1.51600000
  0.24420000,  1.55590000
  0.26750000,  1.60370000
  0.29680000,  1.66760000
  0.32380000,  1.71540000
  0.35310000,  1.77130000
  0.39040000,  1.85110000
  0.42620000,  1.91490000
  0.45830000,  1.95480000
  0.48980000,  2.03460000
  0.52410000,  2.09840000
  0.55480000,  2.16220000
  0.58850000,  2.23400000
  0.61770000,  2.30590000
  0.65420000,  2.39360000
  0.68860000,  2.47340000
  0.72150000,  2.53720000
  0.75370000,  2.61700000
  0.78950000,  2.68880000
  0.82460000,  2.78460000
  0.85380000,  2.86440000
  0.88160000,  2.92020000
  0.91370000,  3.00800000
  0.94300000,  3.05590000
  0.96710000,  3.13560000
  0.98610000,  3.19950000
  0.99850000,  3.32710000
