PV_datasheet.png
  0.00000000, 70.09650000
  0.18740000, 69.83920000
  0.46450000, 69.71060000
  0.76200000, 69.45340000
  0.99020000, 69.45340000
  1.18170000, 69.32480000
  1.47510000, 68.81030000
  1.76450000, 68.03860000
  1.99670000, 67.52410000
  2.19640000, 66.62380000
  2.45720000, 65.08040000
  2.72620000, 62.76530000
  2.99510000, 59.80710000
  3.19070000, 56.46300000
  3.44740000, 50.93250000
  3.65120000, 44.75880000
  3.99760000, 29.96780000
  4.12800000, 21.99360000
  4.26240000, 12.09000000
  4.40100000,  0.00000000
