PV_datasheet.png
 -0.00410000, 17.49200000
  0.21600000, 17.49200000
  0.45230000, 17.49200000
  0.72530000, 17.23470000
  0.99430000, 17.23470000
  1.22250000, 17.10610000
  1.44660000, 16.97750000
  1.69520000, 16.33440000
  1.99670000, 16.20580000
  2.21270000, 15.81990000
  2.48980000, 15.04820000
  2.77510000, 14.14790000
  2.99920000, 12.86170000
  3.19070000, 11.83280000
  3.48000000,  9.77490000
  3.78570000,  6.68810000
  4.00570000,  3.47270000
  4.09940000,  2.05790000
  4.21760000, -0.12860000
