dcdc_fig.jpg
 56.23470000, 40.38160000
 92.90950000, 50.07950000
119.80440000, 55.64390000
140.17930000, 59.93640000
154.84920000, 63.91100000
168.70420000, 66.29570000
182.55910000, 68.99840000
190.70900000, 71.22420000
198.85900000, 72.81400000
258.35370000, 81.71700000
295.84350000, 84.41970000
317.84840000, 85.85060000
337.40830000, 86.80450000
352.07820000, 87.28140000
365.93320000, 87.75830000
378.97310000, 88.23530000
392.01300000, 88.71220000
398.53300000, 88.87120000
458.84270000, 89.82510000
496.33250000, 90.30210000
519.15240000, 90.62000000
537.89730000, 90.77900000
554.19720000, 90.93800000
568.05220000, 91.09700000
581.90710000, 91.09700000
590.05700000, 91.09700000
599.83700000, 91.25600000
658.51670000, 91.25600000
693.56150000, 91.09700000
719.64140000, 91.09700000
736.75630000, 91.25600000
753.05620000, 91.25600000
765.28120000, 91.25600000
781.58110000, 91.41490000
790.54600000, 91.57390000
797.06600000, 91.57390000
859.00570000, 93.00480000
890.79050000, 93.32270000
