PV_datasheet.png
  0.00000000, 34.98390000
  0.21600000, 34.98390000
  0.48080000, 34.98390000
  0.75390000, 34.59810000
  0.99430000, 34.46950000
  1.20620000, 34.46950000
  1.44660000, 34.08360000
  1.72780000, 33.56910000
  1.99270000, 33.18330000
  2.20460000, 32.41160000
  2.44500000, 31.38260000
  2.71800000, 30.22510000
  2.99920000, 28.03860000
  3.20290000, 25.85210000
  3.48000000, 21.99360000
  3.76940000, 16.33440000
  4.00980000,  9.90350000
  4.09940000,  7.20260000
  4.18910000,  3.72990000
  4.28280000, -0.12860000
